Station ID,Station Name,Latitude,Longitude,Free Bikes,Empty Slots,Total Capacity,Operational Status,Last Updated,Data Fetch Timestamp
6a99c41ed82c4ee39612f066fbecdf30,ST. STEPHEN'S GREEN,53.34441,-6.249975,2,18,20,OPEN,2024-10-16T18:43:52.905251Z,10/16/2024 19:20
fc1ec56273ea46d08da90b885a680451,PARNELL SQUARE,53.347489,-6.235921,24,1,25,OPEN,2024-10-16T18:24:52.905251Z,10/16/2024 19:20
9211b52538f64760b0105d6a7fa36266,WILTON TERRACE,53.353184,-6.266279,2,33,35,CLOSED,2024-10-16T18:58:52.905251Z,10/16/2024 19:20
07df2f2cd4f34a5f9ad12588313915b0,WILTON TERRACE,53.352082,-6.273677,16,9,25,OPEN,2024-10-16T18:51:52.905251Z,10/16/2024 19:20
894d839d7a534f29b0950d0b6b097e77,ST. STEPHEN'S GREEN,53.348843,-6.25021,28,2,30,OPEN,2024-10-16T19:15:52.905251Z,10/16/2024 19:20
91d9610979b24feb8214c1eff22e9b51,MOUNTJOY SQUARE,53.350152,-6.2593,8,12,20,OPEN,2024-10-16T18:43:52.905251Z,10/16/2024 19:20
e8a0463bfaa4430c9ba382f6c465e08d,MOUNTJOY SQUARE,53.35719,-6.274929,23,2,25,OPEN,2024-10-16T19:01:52.905251Z,10/16/2024 19:20
8407b20878924a5797176f35ee643add,KING STREET NORTH,53.35931,-6.279835,11,19,30,CLOSED,2024-10-16T18:49:52.905251Z,10/16/2024 19:20
d73ab620f8654040a894281d08c5d72f,HATCH STREET,53.343077,-6.239262,22,18,40,OPEN,2024-10-16T19:08:52.905251Z,10/16/2024 19:20
17e7a9415c0c492a95cc0bb5c774f382,PEARSE STREET,53.334463,-6.26729,3,17,20,CLOSED,2024-10-16T18:25:52.905251Z,10/16/2024 19:20
ec269031ffa14309866f30fd16954ca1,HATCH STREET,53.355717,-6.274963,10,10,20,CLOSED,2024-10-16T18:49:52.905251Z,10/16/2024 19:20
0643e6eb58be46e8a6584e9d01dcbe74,TALBOT STREET,53.345979,-6.234055,5,30,35,OPEN,2024-10-16T19:19:52.905251Z,10/16/2024 19:20
7c7da8f8f0994711be41d5680fd36533,KING STREET NORTH,53.340851,-6.23855,10,15,25,CLOSED,2024-10-16T18:30:52.905251Z,10/16/2024 19:20
ccce6f36f61a42c79072eb6eb92cdb9e,PARNELL SQUARE,53.339796,-6.271309,2,23,25,OPEN,2024-10-16T19:11:52.905251Z,10/16/2024 19:20
0f74f6792cfc4f3dafff8e6e079ca1ee,SMITHFIELD,53.350524,-6.262698,23,7,30,CLOSED,2024-10-16T18:42:52.905251Z,10/16/2024 19:20
dc40e7d4d3cd40e2be69735d1e1cecb9,ST. STEPHEN'S GREEN,53.350712,-6.250613,30,5,35,OPEN,2024-10-16T18:50:52.905251Z,10/16/2024 19:20
35ac690ec4bc472180590841fbf90e6f,KING STREET NORTH,53.353351,-6.265516,12,8,20,CLOSED,2024-10-16T18:38:52.905251Z,10/16/2024 19:20
6f0528a0c1df403c84e45e3bd91d3ce6,ST. STEPHEN'S GREEN,53.332524,-6.253638,24,6,30,OPEN,2024-10-16T18:27:52.905251Z,10/16/2024 19:20
e0f4bc03df86411cbe9b11e9482c8a30,PARNELL SQUARE,53.351399,-6.235457,8,12,20,CLOSED,2024-10-16T18:43:52.905251Z,10/16/2024 19:20
80ffabdbb84649d7bf2c11e13a44f191,SMITHFIELD,53.335902,-6.253574,19,1,20,CLOSED,2024-10-16T19:17:52.905251Z,10/16/2024 19:20
b9f5555975fc41939a507da05e9abf99,GRATTAN STREET,53.344962,-6.237961,32,3,35,OPEN,2024-10-16T19:06:52.905251Z,10/16/2024 19:20
0666701793bd4de583ec49ecc05d4582,ECCLES STREET,53.340782,-6.239792,10,25,35,OPEN,2024-10-16T18:42:52.905251Z,10/16/2024 19:20
877424d2796d48cda2dce05d88844bb1,PARNELL SQUARE,53.348759,-6.261103,11,24,35,OPEN,2024-10-16T19:10:52.905251Z,10/16/2024 19:20
4c6418b1de014003b92a2166e39f267b,GRATTAN STREET,53.347088,-6.276488,16,4,20,CLOSED,2024-10-16T19:08:52.905251Z,10/16/2024 19:20
b3074e374f074fe0a9cc3821d749f8b1,TALBOT STREET,53.35201,-6.278482,6,29,35,CLOSED,2024-10-16T18:36:52.905251Z,10/16/2024 19:20
01fe702e2bb2455485e3625065ca28f2,HIGH STREET,53.340026,-6.256107,15,5,20,CLOSED,2024-10-16T18:44:52.905251Z,10/16/2024 19:20
667ad598ad464328933c413693d6419c,MOUNTJOY SQUARE,53.351402,-6.271484,24,1,25,OPEN,2024-10-16T18:31:52.905251Z,10/16/2024 19:20
5eb6e9d2398545fabd8f6e0afbf1c235,HEUSTON STATION,53.358027,-6.246416,17,8,25,CLOSED,2024-10-16T18:31:52.905251Z,10/16/2024 19:20
485e3a6b3cb94fe5a8b950269b2a098d,HIGH STREET,53.357979,-6.274459,20,20,40,OPEN,2024-10-16T18:36:52.905251Z,10/16/2024 19:20
1013c1a234874f238d74c0a93e6919c3,ECCLES STREET,53.337493,-6.27359,0,20,20,CLOSED,2024-10-16T18:46:52.905251Z,10/16/2024 19:20
48d538e2351f42f495af0639bd95ac0f,HEUSTON STATION,53.350605,-6.235988,3,37,40,OPEN,2024-10-16T18:37:52.905251Z,10/16/2024 19:20
3686ffde7069475e8b48f343992c8117,SMITHFIELD,53.35384,-6.232306,1,39,40,OPEN,2024-10-16T19:15:52.905251Z,10/16/2024 19:20
5c6a953cc0944ce5a059ff9897ac8b30,MOUNTJOY SQUARE,53.332199,-6.251089,1,34,35,CLOSED,2024-10-16T19:01:52.905251Z,10/16/2024 19:20
b66bdce7882249479b40c6d6f1d87ad4,GRAND CANAL DOCK,53.347119,-6.252718,3,32,35,CLOSED,2024-10-16T18:30:52.905251Z,10/16/2024 19:20
2e996de0f64c44a5bd8ba764f5fb9c51,PARNELL SQUARE,53.348074,-6.243132,35,0,35,OPEN,2024-10-16T18:39:52.905251Z,10/16/2024 19:20
e35eb93fb24240c291d2715575bc3074,SMITHFIELD,53.354669,-6.274055,30,5,35,CLOSED,2024-10-16T19:16:52.905251Z,10/16/2024 19:20
bbad2a68345d4705a6e68e04714fabb0,WILTON TERRACE,53.351114,-6.233644,20,20,40,OPEN,2024-10-16T19:15:52.905251Z,10/16/2024 19:20
217b62fce528446eb0954cabe83138c3,GRATTAN STREET,53.345892,-6.270542,8,12,20,OPEN,2024-10-16T19:09:52.905251Z,10/16/2024 19:20
f2461230a0754d80b399b68ea88c33fe,HIGH STREET,53.330273,-6.253447,4,26,30,CLOSED,2024-10-16T18:31:52.905251Z,10/16/2024 19:20
5e1ac974382a43279ab0e697c9ad2bab,GRATTAN STREET,53.359334,-6.256195,2,28,30,CLOSED,2024-10-16T18:51:52.905251Z,10/16/2024 19:20
3de9280d25fc479d903f0417348e05da,HEUSTON STATION,53.352094,-6.248196,0,20,20,OPEN,2024-10-16T18:20:52.905251Z,10/16/2024 19:20
def15306826c45dbaecf458742cba8d9,MERRION SQUARE,53.330951,-6.233699,8,27,35,OPEN,2024-10-16T18:34:52.905251Z,10/16/2024 19:20
4f181ed10e4f4d7d82a7f934d7d758a9,TALBOT STREET,53.330825,-6.262317,15,5,20,CLOSED,2024-10-16T19:07:52.905251Z,10/16/2024 19:20
da87d014ea184f278cccd76d7ab6b56e,WILTON TERRACE,53.336163,-6.24164,28,7,35,CLOSED,2024-10-16T18:41:52.905251Z,10/16/2024 19:20
eb21f09f7b344a4e857d16ee7e4dac3f,MOUNTJOY SQUARE,53.347344,-6.238753,3,27,30,OPEN,2024-10-16T18:42:52.905251Z,10/16/2024 19:20
b62280199c20488fb459dcf0980081e7,PARNELL SQUARE,53.342512,-6.270757,1,24,25,CLOSED,2024-10-16T19:09:52.905251Z,10/16/2024 19:20
2e84fda09e124baeb6f0db0e219edffd,WILTON TERRACE,53.345097,-6.264344,20,20,40,CLOSED,2024-10-16T18:26:52.905251Z,10/16/2024 19:20
08d3ee1b922845e6a486ada863b8b41f,GRATTAN STREET,53.337074,-6.248842,15,15,30,CLOSED,2024-10-16T18:25:52.905251Z,10/16/2024 19:20
fcf4b86eae0a46eb96ce30c480a52d4b,HIGH STREET,53.348576,-6.251637,40,0,40,OPEN,2024-10-16T18:46:52.905251Z,10/16/2024 19:20
fc10b3ae6caf4dcaa490b179274b432d,GRAND CANAL DOCK,53.344155,-6.235829,10,10,20,CLOSED,2024-10-16T19:17:52.905251Z,10/16/2024 19:20
9f633be8180945a6bf36543bf014b369,GRATTAN STREET,53.334138,-6.273553,21,9,30,CLOSED,2024-10-16T18:41:52.905251Z,10/16/2024 19:20
6fcfe7cebb2e467d9a607f62e720d5c8,PARNELL SQUARE,53.339512,-6.278483,18,2,20,OPEN,2024-10-16T18:45:52.905251Z,10/16/2024 19:20
9ed37d3c731640ec9d410919f875a243,ST. STEPHEN'S GREEN,53.348415,-6.271545,4,36,40,CLOSED,2024-10-16T19:01:52.905251Z,10/16/2024 19:20
8131542ba533412ba23e133ad394c8bf,HATCH STREET,53.347201,-6.247022,17,13,30,OPEN,2024-10-16T19:06:52.905251Z,10/16/2024 19:20
c245e419aed845e1a3fd94b537c199b2,WILTON TERRACE,53.352733,-6.279197,13,22,35,CLOSED,2024-10-16T18:26:52.905251Z,10/16/2024 19:20
733534cdb6174f8fae54531df7acc146,MERRION SQUARE,53.336406,-6.245074,26,9,35,CLOSED,2024-10-16T18:59:52.905251Z,10/16/2024 19:20
68f390e3158d440f83bc6d4b82c989d8,KING STREET NORTH,53.341947,-6.26289,29,1,30,OPEN,2024-10-16T18:39:52.905251Z,10/16/2024 19:20
c3e43d9297ae40d88fb22350b7bd1425,SMITHFIELD,53.333619,-6.231357,2,18,20,CLOSED,2024-10-16T18:52:52.905251Z,10/16/2024 19:20
1f484f1daab6495483e635d46bb104ad,MOUNTJOY SQUARE,53.34093,-6.259386,1,29,30,CLOSED,2024-10-16T19:10:52.905251Z,10/16/2024 19:20
3f80f2b4ed4a4c5ebbe59a365dea38df,MERRION SQUARE,53.339927,-6.257654,7,18,25,CLOSED,2024-10-16T18:49:52.905251Z,10/16/2024 19:20
04472dedf39d49a9a1c31bb4c0c120ef,SMITHFIELD,53.359976,-6.278261,27,13,40,OPEN,2024-10-16T19:09:52.905251Z,10/16/2024 19:20
0f2d3985adf74b90969f7b6bd7dd3fe5,PARNELL SQUARE,53.341327,-6.230165,28,2,30,CLOSED,2024-10-16T19:15:52.905251Z,10/16/2024 19:20
2118e2e560814431a73a15bc3bf2a187,TALBOT STREET,53.340244,-6.242126,30,5,35,CLOSED,2024-10-16T18:57:52.905251Z,10/16/2024 19:20
59e4f4bb1ebc424397ef6962de651537,TALBOT STREET,53.340582,-6.269408,2,28,30,CLOSED,2024-10-16T18:56:52.905251Z,10/16/2024 19:20
dc90708b92c3407d87b50be39c7ac7d0,PEARSE STREET,53.343588,-6.250997,26,14,40,OPEN,2024-10-16T18:33:52.905251Z,10/16/2024 19:20
fd5aa9f037d64c95b5fa72f95e904cbc,ST. STEPHEN'S GREEN,53.359919,-6.272598,22,3,25,CLOSED,2024-10-16T19:02:52.905251Z,10/16/2024 19:20
f23dac612f2a4663b3b811f279bb6613,HIGH STREET,53.344078,-6.253645,28,2,30,CLOSED,2024-10-16T18:49:52.905251Z,10/16/2024 19:20
c82b7190479e4ff296c4c30c5dc09734,WILTON TERRACE,53.355021,-6.246974,18,2,20,CLOSED,2024-10-16T19:05:52.905251Z,10/16/2024 19:20
dd256dd37a204b10a6b3c59a9e72ef68,PARNELL SQUARE,53.343579,-6.250933,39,1,40,CLOSED,2024-10-16T18:40:52.905251Z,10/16/2024 19:20
d6de423191114fdba560390532dff962,HATCH STREET,53.338425,-6.248174,2,28,30,CLOSED,2024-10-16T19:02:52.906227Z,10/16/2024 19:20
a1bf85b159eb4dcc80da466b4b1582f5,MERRION SQUARE,53.356837,-6.278083,30,5,35,OPEN,2024-10-16T18:52:52.906227Z,10/16/2024 19:20
aa37f5c928c845a89a728b8318d94efd,HEUSTON STATION,53.338987,-6.250996,27,8,35,CLOSED,2024-10-16T19:11:52.906227Z,10/16/2024 19:20
7262e60eaac3442ca928066f0798475d,KING STREET NORTH,53.336878,-6.232764,10,15,25,OPEN,2024-10-16T18:22:52.906227Z,10/16/2024 19:20
9a4fc995d9454809863057d6c10426ff,KING STREET NORTH,53.34477,-6.25561,24,1,25,OPEN,2024-10-16T19:16:52.906227Z,10/16/2024 19:20
2a79626d909b47e2934cec8b4de99a28,TALBOT STREET,53.348912,-6.273432,18,2,20,CLOSED,2024-10-16T19:01:52.906227Z,10/16/2024 19:20
e3fdf6e7c61d4e748cbad834abc9108c,MOUNTJOY SQUARE,53.346034,-6.265792,5,15,20,CLOSED,2024-10-16T18:52:52.906227Z,10/16/2024 19:20
b88413e9014a41caa338d256e6da655f,PARNELL SQUARE,53.336789,-6.230528,20,15,35,CLOSED,2024-10-16T18:25:52.906227Z,10/16/2024 19:20
b6d5889aea3f414db63720c38080898b,HEUSTON STATION,53.352153,-6.267487,21,4,25,OPEN,2024-10-16T18:51:52.906227Z,10/16/2024 19:20
03a1c09eff9545d6b7730465b12e180a,ECCLES STREET,53.343202,-6.268571,16,4,20,OPEN,2024-10-16T19:06:52.906227Z,10/16/2024 19:20
626ffa6605bc45eca6bde52e610da4b6,ST. STEPHEN'S GREEN,53.342862,-6.275522,32,3,35,OPEN,2024-10-16T18:43:52.906227Z,10/16/2024 19:20
9a8b5ffbd90b4e62bb8d552e23aa3009,HIGH STREET,53.357695,-6.249995,10,30,40,CLOSED,2024-10-16T18:57:52.906227Z,10/16/2024 19:20
0fc134c859f54e19af89308274ebc3ff,GRATTAN STREET,53.346836,-6.246789,30,10,40,OPEN,2024-10-16T19:10:52.906227Z,10/16/2024 19:20
0b184f3ef6a34a68ac51a62157897f9b,PARNELL SQUARE,53.35395,-6.231472,8,22,30,OPEN,2024-10-16T18:58:52.906227Z,10/16/2024 19:20
d591b0c875094c7eb650ac3e1db9096a,ECCLES STREET,53.342573,-6.244234,18,7,25,OPEN,2024-10-16T19:16:52.906227Z,10/16/2024 19:20
b88934c1f6494b8dafef0ee81e39409c,KING STREET NORTH,53.34707,-6.277173,24,1,25,CLOSED,2024-10-16T18:31:52.906227Z,10/16/2024 19:20
cb0beb799e194189bc9e878eed9934fe,WILTON TERRACE,53.345559,-6.257527,13,7,20,OPEN,2024-10-16T18:20:52.906227Z,10/16/2024 19:20
08a4f493e93d4203a9381e974e097500,GRAND CANAL DOCK,53.342138,-6.258495,17,13,30,CLOSED,2024-10-16T18:39:52.906227Z,10/16/2024 19:20
18bd6cecf5d04f8dad4240eaf0b3650f,HATCH STREET,53.351073,-6.260862,10,10,20,OPEN,2024-10-16T18:55:52.906227Z,10/16/2024 19:20
f1bb099bf665451d8926eda7d961ba4a,PEARSE STREET,53.352667,-6.267281,29,6,35,CLOSED,2024-10-16T18:57:52.906227Z,10/16/2024 19:20
40d7da2136a043f59927ad9e27131311,KING STREET NORTH,53.340103,-6.258804,2,23,25,CLOSED,2024-10-16T19:08:52.906227Z,10/16/2024 19:20
ae7cdece5c6d437885731d4c2eb25e0e,HATCH STREET,53.348612,-6.257974,10,15,25,CLOSED,2024-10-16T18:59:52.906227Z,10/16/2024 19:20
e242a66181364accad08b4cf3676e997,WILTON TERRACE,53.358531,-6.232465,22,13,35,CLOSED,2024-10-16T18:33:52.906227Z,10/16/2024 19:20
9dc213d018b842ec9c66a0804f3ef865,GRATTAN STREET,53.344541,-6.250922,6,24,30,CLOSED,2024-10-16T19:08:52.906227Z,10/16/2024 19:20
123c40c5c3ab4d61a271f12e05c18500,GRAND CANAL DOCK,53.339314,-6.236849,1,19,20,CLOSED,2024-10-16T19:04:52.906227Z,10/16/2024 19:20
